"This many drivers ticketed in 1st week of Boca school zone speed cameras","NewsPalm Beach CountyRegion S Palm Beach CountyBoca Raton More than 200 drivers ticketed in first week of Boca Raton school zone speed cameras Neighbors who live nearby the school said they’re already noticing safer driving WPTV Speeding drivers will be automatically issued a $100 fine if driving 10mph above school zone limits.&nbsp; By: Zitlali Solache Posted and last updated BOCA RATON, Fla. — A week after new school zone speed cameras went live in Boca Raton, hundreds of drivers have already been caught speeding.Police said 210 citations have been issued since the program took effect on Oct. 16, with most of them coming from J.C. Mitchell Elementary School.Neighbors who live nearby the school said they’re already noticing safer driving. More than 200 drivers ticketed in first week of Boca school zone speed cameras “I think people are starting to become more aware,” said resident Jonathan Shair.We first told you about the speed zone cameras back in July. Last week, parents weighed in on the cameras, and they’re already seeing safer driving.Drivers going 10 miles over the speed limit in active school zones will be cited $100. For Shair, that lesson hit when he got a warning in the mail.“Because of this [warning], I will make sure that I try to be more careful when I’m on that road for sure,” said Shair.Thousands of drivers like Shair were given these warnings during the test period last month. He believes the system is working.“I just hope that they’ll put in more cameras along all these schools so we can really make the city a safe place to live,” said Shair.We learned where the revenue is distributed:$60 stays with the city or county to help run the camera program and fund other public safety initiatives.$20 goes to the General Revenue Fund.$12 goes to the local school district for safety improvements, transportation, or security — funds that must also be shared with charter schools.$5 supports the School Crossing Guard Recruitment and Retention Program.$3 goes to the Florida Department of Law Enforcement for training. Sign up for our Morning E-mail Newsletter to receive the latest headlines in your inbox. window.addEventListener('message', });","https://www.wptv.com/news/region-s-palm-beach-county/boca-raton/more-than-200-drivers-ticketed-in-first-week-of-boca-school-zone-speed-cameras"
"'Ding dong ditch' prank gone-wrong leads to Boca Raton man's arrest","NewsPalm Beach CountyRegion S Palm Beach CountyBoca Raton 'Ding dong ditch' prank gone-wrong leaves Boca Raton man arrested WPTV's Joel Lopez is diving into the arrest of 40-year-old Santiago Cairo who declined an interview due to the ongoing legal battle as he pleads not guilty in the case WPTV By: Joel Lopez Posted and last updated BOCA RATON, Fla. — WPTV is diving into an arrest in Boca Raton, where a ding-dong ditch prank lead to the arrest of 40-year-old homeowner Santiago Cairo.WATCH BELOW: 'You have a right to protect yourself,' criminal defense attorney Michelle Suskauer tells WPTV 'Ding dong ditch' prank gone-wrong leaves Boca Raton man arrested The incident occurred on Oct. 16 around 8 p.m., when reports say Cairo claimed he spotted several individuals at his front door and believed they were trying to break in.After calling 911, he armed himself and confronted a 14-year-old outside.According to arrest records, Cairo insisted that he never aimed his gun at the teen, keeping it in a ""low ready position"" to detain the teen as authorities arrived.However, the young prankster recalled a much different story.He admitted to engaging in the classic prank—ringing a stranger's doorbell and running—and told investigators that when Cairo emerged with a flashlight and a gun, he shouted, “You messed with the wrong guy.”The teen described feeling threatened as Cairo ordered him to get on his knees and even grabbed him by the shoulder, trying to push him down.An investigation revealed that the teen never attempted to break into Cairo’s home, and Cairo himself admitted to authorities that he ""went too far.""He was arrested on charges of aggravated assault with a firearm, but is out on a $10,000 bond.WPTV’s Joel Lopez spoke with Cairo, who declined an interview due to the ongoing legal battle as he pleads not guilty in the case.""All I can say is that Mr. Cairo never in fact pointed his firearm at anyone or put his hands on anyone,"" his attorney stated.Digging further into the case Lopez met Cairo’s neighbor, Mary Elizabeth Hall, expressing her disappointment in the investigation. “I witnessed that mother drive away with her children in the back, while my neighbor Santiago was sitting handcuffed in the back of a car,” she said.Hall is convinced that investigators haven’t thoroughly looked into the case, as she said the neighborhood has seen a rise in car break-ins.“I question if it was a prank or if they were trying to steal something,"" she remarked. ""My neighbor did the right thing, and the outcome was not the right thing.This incident isn’t isolated; similar pranks across the country have resulted in tragic outcomes, including injuries and fatalities when well-meaning residents mistake pranksters for intruders. National News 11-year-old fatally shot in Houston after 'ding dong ditch' prank, police say AP via Scripps News Group ""It’s a very, very dangerous game they were playing. Luckily no one was killed. This could have gone in a very different direction,"" said criminal defense attorney Michelle Suskauer, who is not involved in this case.She emphasizes that self-defense and stand your ground laws have their limits.“The question in this particular case is what did this person reasonably believe or did they reasonably fear that their home was going to be broken into?” she posed.She expects a lot more usage of firearms in Florida with open carry and anticipates more arrests from people misusing firearms.""You have a right to protect yourself; you have a right to protect your property. Every case is different, and we have to look at the interactions between the two and figure out if the use of his firearm is reasonable,"" said Suskauer. ""It's a good message to firearm owners that every use of their firearm is not necessarily protected.""Cairo's next court appearance is scheduled for next month. Hall hopes for a fair outcome.“I hope the outcome is that that young man learns a very serious lesson and that my neighbor Santiago, his name is cleared,” she said. Sign up for our Morning E-mail Newsletter to receive the latest headlines in your inbox. window.addEventListener('message', });","https://www.wptv.com/news/region-s-palm-beach-county/boca-raton/ding-dong-ditch-prank-gone-wrong-leaves-boca-raton-man-arrested"
"This new addition will soon bring restaurants and family fun to Port St. Lucie","NewsTreasure CoastRegion St Lucie CountyPort St Lucie New addition to The Port District will soon bring restaurants and family fun to Port St. Lucie The Grove is a $15 million public-private partnership promises hundreds of jobs and new entertainment options, but some residents worry about parking and traffic WPTV By: Cassandra Garcia Posted PORT ST. LUCIE, Fla. — Port St. Lucie residents have long asked for more entertainment options close to home. Now, city leaders say their answering the call with a new public-private partnership that will bring dining, nightlife and family-friendly spaces to the heart of the city.WATCH BELOW: 'Can’t wait to see it come to fruition,' Lillian Soto tells WPTV This new addition will soon bring restaurants and family fun to Port St. Lucie By early next year, the vacant lot next to Pioneer Park in The Port District is expected to be transformed into The Grove, an entertainment hub that will feature seven venues offering everything from rooftop dining to casual eateries.“We’re excited about it! Can’t wait to see it come to fruition,” said resident Lillian Soto.The project marks the latest milestone in Port St. Lucie’s ongoing surge of growth and development. Community leaders broke ground on The Grove less than two weeks after announcing plans for a soccer stadium nearby.“I have seen Port St. Lucie change quite a bit. It is becoming more geared towards families which is nicer because there really wasn’t a lot for young families to do in the area,” said resident Shantel Luke.Developed by SŪDĀ Investments, the $15 million project is expected to create more than 200 jobs and attract an estimated 400,000 visitors annually.“Bringing that economic impact—bringing those dollars right here into Port St. Lucie is really great for our local economy,” said Mayor Shannon Martin.WATCH BELOW: Port St. Lucie awarded professional soccer team Port St. Lucie awarded professional soccer team Many residents said a space like this has been long overdue.“We travel outside of Port St. Lucie to go find fun things to do so this will keep money down here, revenue down here, and keep us down here too,” said resident Jonathan Loyd.“It’s nice, especially living down here directly in this community for my kids to be able to come here and play, for us to do date nights or walk down here, the boys to come fishing,” Luke added.While excitement grows, some residents expressed concern about potential parking and traffic issues once the district opens.“The parking lot right now is already full,” said Gemini Soto. “There’s zero, zero parking at all—where are we going to put those people?”Martin said the city has planned ahead to address those concerns.“Everything has been set and planned according to all of our planning standards, according to all the traffic analyses and it’s not like we’re going to have swarms of hundreds and hundreds or thousands of people at a time,” she said.For now, residents are eagerly awaiting the arrival of what city officials hope will become a destination for locals and visitors alike, offering a vibrant new space for dining, entertainment and community connection. Sign up for our Morning E-mail Newsletter to receive the latest headlines in your inbox. window.addEventListener('message', });","https://www.wptv.com/news/treasure-coast/region-st-lucie-county/port-st-lucie/new-addition-to-the-port-district-will-soon-bring-restaurants-and-family-fun-to-port-st-lucie"
"This mayor could be the next Palm Beach County Attorney","NewsPalm Beach CountyRegion C Palm Beach CountyWellington Wellington Mayor Michael Napoleone on short list to become next Palm Beach County Attorney WPTV reaches out to the village to ask if Napoleone would have to step down as mayor Village of Wellington Wellington Mayor Michael J. Napoleone By: Michael Hoffman , Ethan Stein Posted and last updated WELLINGTON, Fla. — WPTV learned Thursday night that Wellington Village Mayor Michael Napoleone is on the short list to become the next Palm Beach County Attorney.His consideration to leaving the position, after voters gave him more than 80% of the vote last March, hasn’t been previously reported until Thursday. We started pushing for answers after we learned Napoleone applied to become a county attorney and is being interviewed for the job. Wellington Mayor Michael Napoleone on short list for Palm Beach County Attorney role Napoleone confirmed to WPTV with a statement saying, ""I'm honored to be on the final interview list. Right now, I'm letting the process play out. I'm focusing on the jobs I have now and will make a decision as to everything else after the Commission makes their decision.""In the state of Florida, it is illegal for an individual to hold two government offices at the same time.WPTV reporter Michael Hoffman reached out to the Village of Wellington to ask if Napoleone would have to step down as mayor if he takes on the new job with the county.In a statement provided to Hoffman, the Village attorney said in part:""There is nothing in Wellington’s Charter or Code of Ordinances that would require the Mayor to resign from his position if he is selected to be the County Attorney. In addition, in AGO 73-337, the Florida Attorney General opined that an elected school board member’s employment as a part-time County Attorney would not constitute dual office holding under Florida’s Constitution…” “ We do not know whether any County policy would require him to resign. Whether he continued in office or not would likely be part of his negotiations with the County. If he did remain as Mayor while also serving as the County Attorney, he would have to be careful to avoid any matters involving the County and Wellington.""Searching for answers, Hoffman spoke with attorney and former Palm Beach County State Attorney Dave Aronberg. He said that while he would likely be allowed to hold both positions, there would have to be precautions taken.""There's not an automatic conflict of interest here,"" Aronberg said. ""Obviously, if something comes before the County Commission and the attorney's desk that has something to do with the Village of Wellington, or anything to do with himself, personally, he would have to recuse himself, but a blanket conflict, no.""The village also told Hoffman that if Napoleone does step down, it would likely require the municipality to have a special election to fill the mayor's seat since two council seats are up for election as well.No decision has been made by the county commission at this time.Napoleone was elected to the mayor's seat in 2024, serving a term intended to go through 2028. The Boca Raton native joined the Village Council in 2015, serving as the first non-sitting council member elected without opposition in the Village's history. He also served as vice mayor from April 2019 to April 2020 and was re-appointed to the position in April 2023.The current county attorney, Denise Coffman, is retiring in December, according to multiple sources. In her resignation letter she cited ""next steps, pathways forward and my family's needs."" Sign up for our Morning E-mail Newsletter to receive the latest headlines in your inbox. window.addEventListener('message', });","https://www.wptv.com/news/region-c-palm-beach-county/wellington/wellington-mayor-michael-napoleone-on-short-list-for-palm-beach-county-attorney-role"
"Elderly couple faces homelessness after fire destroys longtime home","NewsPalm Beach CountyRegion S Palm Beach CountyBoynton Beach Elderly couple faces homelessness after fire destroys longtime home James and Mammie Wright have lived in their Boynton Beach home since 1974 WPTV By: Ange Toussaint Posted BOYNTON BEACH, Fla. — A Boynton Beach couple, who spent five decades in the same home, say they are now facing homelessness after a fire tore through their house earlier this year.James and Mammie Wright have lived in their Boynton Beach home since 1974. But on April 27, a fire swept through the property, leaving behind heavy smoke damage, a collapsed roof, and a lifetime of memories reduced to ashes.“I was in the bathroom washing up and I smelled smoke,” said Mammie Wright. “I told my husband I smell something burning. I’m standing there and seeing the smoke go around my utility door.” WPTV Within hours, the couple’s home was unlivable. The Boynton Beach Fire Department said the cause of the fire remains undetermined, but inspectors declared the structure uninhabitable.WPTV visited the home of the couple after speaking with them at our Let’s Hear It event held in Boynton Beach on Wednesday. When we arrived, the Wrights walked through what used to be their living room and kitchen, now dark, moldy spaces. Old photos, church suits, and other personal belongings remain scattered throughout the home.“This used to be the living room,” Wright said softly. “I took all my pictures off the wall.”The couple said they had paid off their mortgage early, hoping to live out their retirement years in peace. But they did not have homeowners insurance, and their fixed Social Security income isn’t enough to rebuild.They attempted to sell the damaged home to an investor, but the deal recently fell through when the buyer reduced the offer.Since the fire, the Wrights have been living with friends and in motels for months. They say the emotional and financial strain has been overwhelming.“It was really, really hard,” Mammie said. “A lot of times I couldn’t sleep at night. I’d wake up hoping something would change, but it didn’t,” added James.The Area Agency on Aging of Palm Beach and Treasure Coast says situations like the Wrights’ are becoming more common as housing costs rise and elderly residents struggle on fixed incomes.“It happens more frequently than you would expect,” said Dwight Chenette, executive director of the agency. “We receive many calls for housing assistance, it’s one of the top reasons people reach out.The agency told WPTV they are working to connect the Wrights with local programs that can provide legal aid and housing support.“We have specially trained representatives who are familiar with the resources available for seniors,” Chenette said.The Wrights say they’re hopeful help will come soon.Residents in need of elderly housing or legal assistance can contact the Area Agency on Aging at 866-684-5885. Sign up for our Morning E-mail Newsletter to receive the latest headlines in your inbox. window.addEventListener('message', });","https://www.wptv.com/news/region-s-palm-beach-county/boynton-beach/elderly-couple-faces-homelessness-after-fire-destroys-longtime-home"
"Man sought in Fort Pierce bank robbery","NewsTreasure CoastRegion St Lucie CountyFort Pierce Man sought after Truist Bank robbed in Fort Pierce Fort Pierce Police Department Facebook page A man is wanted after a Truist Bank in Fort Pierce was robbed on Oct. 23, 2025. By: Scott Sutton Posted FORT PIERCE, Fla. — Police in Fort Pierce are looking for a man who robbed a bank midday Thursday.According to a post on the agency's Facebook page, the robbery occurred at about noon at a Truist Bank located at 700 Virginia Ave.Investigators said a masked man entered the bank, handed a note to a teller, demanded money and indicated he was armed. The clerk provided an undisclosed amount of currency to the suspect before fleeing the scene on foot through the parking lot. The robber was described as wearing black pants, a long-sleeved black short, a blue surgical mask and a wide-brimmed hat. If you can help identify the man or have details on the case, contact the Fort Pierce Police Department at 772-467-6867 or Treasure Coast Crime Stoppers at 800-273-8477. Sign up for our Morning E-mail Newsletter to receive the latest headlines in your inbox. window.addEventListener('message', });","https://www.wptv.com/news/region-st-lucie-county/fort-pierce/man-sought-after-truist-bank-robbed-in-fort-pierce"
"'We need help': Shutdown threatens SNAP benefits as food banks brace for crisis","MoneyConsumer Government shutdown threatens SNAP benefits as food banks brace for crisis WPTV's Kayla McDermott speaks to food bank leaders across Palm Beach County and the Treasure Coast who are sounding alarms about an impending crisis and preparing for unprecedented demand WPTV By: Kayla McDermott Posted and last updated PALM BEACH COUNTY, Fla. — The government shutdown has entered its 23rd day, marking the second-longest stalemate in U.S. history. As the impasse continues, Americans who are already struggling financially face mounting concerns, particularly those who rely on SNAP benefits for food assistance.WATCH BELOW: 'These are people's lives at stake,' Judith Cruz tells WPTV's Kayla McDermott Shutdown threatens SNAP benefits as food banks brace for crisis Food bank leaders across Palm Beach County and the Treasure Coast are sounding alarms about an impending crisis. With at least 400,000 people already food insecure in the region, local organizations are preparing for unprecedented demand.""We are going to go into an emergency crisis here,"" said Jamie Kendall, CEO of the Palm Beach County Food Bank.Judith Cruz, CEO of the Treasure Coast Food Bank, echoed those concerns, noting her organization already serves 250,000 people weekly. ""This is going to double that number,"" Cruz said.The urgency stems from a notice issued by the Florida Department of Children and Families explaining that SNAP benefits will be cut off next month if the government shutdown continues past November 1st. Food bank executives say the timing couldn't be worse, as their organizations are already operating with low supplies.""It's kind of bringing back some COVID memories to be honest with you,"" Kendall said. However, Cruz emphasized this crisis differs significantly from the pandemic response. ""With COVID, we had safety nets, and the government stepped in and took care of the citizens, took care of the communities across the entire country,"" Cruz said. ""With this there is no safety net. We are the only safety net, and our resources are being stretched too thin.""To Cruz, the political standoff is just harming the American people who voted the very leaders into office that are causing the stalemate.WATCH BELOW: Rising grocery prices increases food insecurity Rising grocery prices increasing food insecurity ""We need the help from the federal government. These are people's lives at stake,"" she said.The potential crisis is already forcing difficult decisions at food banks. Cruz revealed her organization has had to dramatically scale back holiday preparations. ""This year, we're literally just providing fixings for the holiday meal,"" Cruz said. ""We used to buy 15,000 turkeys. I think we purchased maybe 2,500."" Kendall is working with partner organizations to develop contingency plans as the situation deteriorates. ""With our 200 partner agencies that are boots on the ground out there, they're going to be in the front lines of this as well,"" Kendall said. ""So we are working on some plans here of what that might look like, and hoping for the best.""Those partner agencies, like Boca Raton Helping Hands, understand the critical role food assistance plays for vulnerable populations. A representative from the organization, which receives food from the Palm Beach County Food Bank, explained the diverse demographics affected by potential cuts.""It helps them to stretch a budget that otherwise would not be able to allow their families to have quality food,"" the representative said. ""We have to remember these are senior citizens that get it, children, people who are working jobs already, just not making enough money at those jobs."" Among those affected is Kyle Cohen from Lake Worth, who relies on SNAP benefits and Social Security to make ends meet. Cohen previously spoke about struggling with rising grocery prices earlier this year with WPTV's Matt Sczesny. Consumer Rising food prices forcing many to 'rethink everything' Matt Sczesny She now faces the possibility of losing food assistance entirely. ""It's just going to be a hurdle, killing my budget,"" Cohen said.Cohen expressed particular concern for families approaching the holiday season. ""What a horrible thing to think about. They expect to have a Thanksgiving meal, and if there's no food in the house, how is that going to happen,"" Cohen said.As the shutdown drags on with no resolution in sight, Cohen offered a simple hope for her community. ""I hope people can keep their head above water,"" Cohen said.As food banks prepare for increased demand, community members can help by donating to local organizations. The Palm Beach County Food Bank accepts donations at https://www.pbcfoodbank.org/donate, while the Treasure Coast Food Bank welcomes contributions at https://stophunger.org/ways-to-give/donate-2/.This story was reported on-air by a journalist and has been converted to this platform with the assistance of AI. Our editorial team verifies all reporting on all platforms for fairness and accuracy. Sign up for our Morning E-mail Newsletter to receive the latest headlines in your inbox. window.addEventListener('message', });","https://www.wptv.com/money/consumer/government-shutdown-threatens-snap-benefits-as-food-banks-brace-for-crisis"
"Coach arrested for sending inappropriate texts to 16-year-old girl","NewsPalm Beach County Lake Shore Middle School basketball coach arrested for inappropriate texts to 16-year-old girl Javian Dennard Golphin, Jr., 25, of Belle Glade faces numerous charges, including soliciting a child for unlawful sexual conduct using computer/device and transmission of material harmful to minor WPTV File photo of a Palm Beach County Sheriff's Office cruiser. By: Aja Dorsainvil Posted PALM BEACH COUNTY, Fla. — A Palm Beach County School District employee was arrested by the Palm Beach County Sheriff’s Office after, deputies say, he sent sexually explicit images and videos via text message to a 16-year-old girl.Lake Shore Middle School basketball coach Javian Dennard Golphin, Jr., 25, of Belle Glade was arrested on Wednesday and released on Thursday just after 1 p.m.PBSO deputies said Golphin knowingly texted the 16-year-old girl sexually explicit images and videos after meeting the girl at her job.According to a probable cause affidavit, Golphin sent the girl videos of himself masturbating on numerous occasions from Sept. 9 to Oct. 20 and asked the girl what was the oldest person she's talked to.Golphin faces numerous charges, including soliciting a child for unlawful sexual conduct using computer/device, transmission of material harmful to minor, and unlawful use of a two-way communication device.Below is the message the school district sent to parents on Thursday: Good afternoon, Lake Shore Middle School families and staff,I am writing to inform you that a non-instructional staff member at our school, Javian Golphin, was arrested by the Palm Beach County Sheriff’s Office in collaboration with School Police. He was arrested on the following charges: soliciting a child for unlawful sexual conduct using computer/device, transmission of material harmful to minor, and unlawful use of a two-way communication device.The School District holds all employees to the highest standards of conduct and is committed to a safe learning environment for all students. We expect every staff member to meet the professional and ethical standards necessary to support the safety of students. Following a complaint, Mr. Golphin was removed from the school on October 7, 2025 and placed under investigation.Mr. Golphin will not be returning to our campus. Please understand that because this is an open investigation, we are unable to provide further details at this time.The safety and well-being of our students remain our highest priority. We continue to encourage students to report any suspicious or concerning activity to a trusted adult or through the FortifyFL [getfortifyfl.com] app. If you or your student have any relevant information regarding Mr. Golphin, please contact School Police at: (561) 434-8700, attn: Lt. Wagner.Sincerely,Dr. Carl GibbonsPrincipalLake Shore Middle School Sign up for our Morning E-mail Newsletter to receive the latest headlines in your inbox. window.addEventListener('message', });","https://www.wptv.com/news/palm-beach-county/lake-shore-middle-school-basketball-coach-arrested-for-inappropriate-texts-to-16-year-old-girl"
"Woman faces eviction amid 5-month unemployment benefit delay","NewsLocal NewsWPTV Investigates Port St. Lucie woman waits months for unemployment decision as eviction looms 'I'm going to end up on the street,' Lena Hoti says WPTV Lena Hoti By: Jamie Ostroff Posted and last updated PORT ST. LUCIE, Fla. — A Port St. Lucie woman faces homelessness after waiting five months for Florida's Department of Commerce to determine her eligibility for unemployment benefits, highlighting ongoing systemic issues with the state's re-employment assistance program.Lena Hoti was laid off from her hotel housekeeping job about five months ago and applied for Florida's re-employment benefits in June. Despite weekly visits to her local CareerSource center in Fort Pierce, where staff connect her directly to the Florida Department of Commerce, she still hasn't received a decision on her claim.WATCH BELOW: Woman faces eviction amid 5-month unemployment benefit delay St. Lucie Co. woman faces eviction amid 5-month unemployment benefit delay ""I've been waiting five months for them to decide whether I'm going to get these benefits or not,"" Hoti said. ""Nobody can really give me a straight answer. And it's kind of frustrating.""Florida's re-employment benefit is capped at $275 per week. For Hoti, who rents a bedroom from a family in a Port St. Lucie apartment, that money represents a crucial lifeline.""I need to pay my rent, and if I don't have this money, I'm going to end up on the street,"" Hoti said.She has about two weeks before she must vacate her current living situation.""I'm looking for shelters or anything, but there's really nothing in this area,"" Hoti said. National Politics Americans grow anxious about jobs and inflation under Trump, new poll shows AP via Scripps News Group Hoti said she no longer has a vehicle, after her car broke down and she couldn't afford to fix it. Friends have been driving her to CareerSource and local food banks for groceries, she said.Despite having what she describes as ""a pretty impressive resume"" from years of housekeeping work, Hoti hasn't received responses to her daily job applications. She noted that even during the pandemic, she found employment within four months.When visiting CareerSource weekly for updates on her claim status, Hoti receives the same response. National News New report finds majority of US workers lack a 'quality job' Holly Firfer ""Oh, that the claim is being reviewed and that we will have an answers hopefully soon,"" she said. ""It's the same excuse every week.""""I think it's awful that they that they keep people waiting like this for months,"" Hoti said.A spokeswoman for FloridaCommerce said they are looking into Hoti's case. The spokeswoman did not provide a timeline or answers to emailed questions about why a determination of eligibility could take so long.This situation contrasts with the Florida Department of Commerce's September employment data report, which stated: ""Data in the month of August continues to indicate that there are jobs available for every Floridian who wants to work.""This story was reported on-air by a journalist and has been converted to this platform with the assistance of AI. Our editorial team verifies all reporting on all platforms for fairness and accuracy.Read more of WPTV's coverage of the current job market below: Let's Hear It Breaking through the hiring freeze: Tips from career experts Matt Sczesny Consumer AI is screening job resumes: Use these tricks to beat the bots Matt Sczesny Let's Hear It Job market struggles: Expert tips that actually work Matt Sczesny Consumer 'I'll take anything': Why landing work feels harder than ever Matt Sczesny Sign up for our Morning E-mail Newsletter to receive the latest headlines in your inbox. window.addEventListener('message', });","https://www.wptv.com/wptv-investigates/port-st-lucie-woman-waits-months-for-unemployment-decision-as-eviction-looms"
"'Don't be ashamed': Free food for federal workers impacted by shutdown","NewsPalm Beach CountyRegion S Palm Beach CountyBoca Raton Boca Helping Hands is giving free food to federal workers amid shutdown Starting Thursday, Oct. 23, the organization is making free food available to the estimated 7,000 people impacted by the shutdown in our community WPTV By: Victor Jorges Posted BOCA RATON, Fla. — The leadership and volunteers at Boca Helping Hands are thinking about all the employees impacted by the ongoing government shutdown.Starting Thursday, Oct. 23, the organization is making free food available to the estimated 7,000 people impacted by the shutdown in our community. That’s an estimate from the U.S. Bureau of Labor Statistics and reflects federal government employment in the metropolitan division covering much of Palm Beach County in 2023.All you have to do is go to one of their five locations, they'll verify that you're currently being affected by the shutdown, and you'll receive about 30 pounds of food.""We're here for you, your neighbors want to help you,” said the organization's executive director, Andrew Hagen. ""Don't be ashamed. We know you work hard at your job, but it’s not your fault you’re not getting paid. We’re behind you, we’re hoping this will end soon, but until then, come on down.""The bag of food includes pantry staples, bread, frozen meat and produce.Hagen said one bag should feed a family of four for around three to four days, and feed one person for about a week.Boca Helping Hands1500 NW 1st CtBoca Raton, FL 33432CrossBridge Church10101 Judge Winikoff RdBoca Raton, FL 33428Bethel Evangelical Baptist Church5780 W Atlantic AveDelray Beach, FL 33484First Baptist Church of Boynton Beach301 N Seacrest BlvdBoynton Beach, FL 33435Proclaim Church (formerly Advent Lantana)2116 Lantana RdLake Worth, FL 33462For more information, contact Boca Helping Hands front desk at (561) 417-0913. Sign up for our Morning E-mail Newsletter to receive the latest headlines in your inbox. window.addEventListener('message', });","https://www.wptv.com/news/region-s-palm-beach-county/boca-raton/boca-helping-hands-is-giving-free-food-to-federal-workers-amid-shutdown"
"Driver accused of going 135 mph charged with DUI manslaughter","NewsPalm Beach CountyRegion S Palm Beach County Driver accused of going 135 mph on Military Trail in Palm Beach County charged with DUI manslaughter Dale Drotar faces multiple felony charges in 4-vehicle crash that killed 25-year-old woman WPTV Dale Drotar appears in a Palm Beach County courtroom on Oct. 23, 2025. By: Samantha Roesler Posted and last updated PALM BEACH COUNTY, Fla. — A Palm Beach County man is facing multiple felony charges in connection with a deadly four-vehicle crash that occurred near Boynton Beach earlier this year.According to arrest documents, Dale Drotar, 40, was driving his Corvette south on Military Trail at about 10 p.m. on April 6 when he crashed into a Toyota Camry driving north on Military Trail and attempting to turn left onto Cedar Point Boulevard.A passenger in the Camry, 25-year-old Natalie Pierre, died at the scene from her injuries.Investigators said Drotar showed signs of intoxication and was taken to the hospital after being pulled from his vehicle by a witness. Inside Drotar's car, deputies said they found a 200ml bottle of Jack Daniel's with a small amount of alcohol left inside.A toxicology report indicated Drotar's blood alcohol content was 0.126, above the legal limit of 0.08, and data collected from the crash said Drotar was driving around 130 mph in a 45 mph zone at the time of the collision.Drotar faces a count of vehicular homicide, DUI manslaughter, four counts of reckless driving and causing injuries and four counts of DUI causing injuries. He made his initial court appearance Thursday morning and is being held on a $540,000 bond.Drotar is scheduled to be back in court on Nov. 21 and Dec. 18. Sign up for our Morning E-mail Newsletter to receive the latest headlines in your inbox. window.addEventListener('message', });","https://www.wptv.com/news/palm-beach-county/man-accused-of-driving-135-mph-on-military-trail-charged-with-dui-manslaughter"
"Third poisoning case emerges against Okeechobee babysitter","NewsTreasure CoastRegion Okeechobee County Investigators uncover third case involving Okeechobee babysitter accused of poisoning children New documents show 2023 investigation into possible opioid poisoning of 2-month-old in Anna Adamo's care Okeechobee Police Department By: Michael Hoffman Posted OKEECHOBEE, Fla. — Tonight, we’re learning that investigators in Okeechobee County are revisiting yet another case involving Okeechobee babysitter Anna Adomo.A second case from nearly a decade ago involved another baby in her care who was found with anti-freeze poisoning. That case from 2014 had nearly identical accusations but was dropped because of a lack of evidence.WATCH WPTV'S COVERAGE BELOW: Investigators uncover third case involving Okeechobee babysitter accused of poisoning children WPTV's Michael Hoffman has been following this case since her arrest, even confronting the suspect as she bonded out of jail.WPTV's Michael Hoffman has uncovered new documents that show a third investigation into the possible poisoning of a baby in the care of Adamo. The incident report from 2023 shows a healthy 2-month-old was picked up from Adamo's Okeechobee home after a day of babysitting. Parents took the baby to a friend's house before going home.They noticed abnormal breathing at the friend’s house, worsening when they got home. Documents showing that the 2-month-old “was a bit lethargic and not acting his normal self.""Parents then noticed it was “as if the baby could not wake up.”They rushed him to the hospital, where staff found “the baby tested positive for opioids” and was airlifted to another hospital. After 2 doses of Narcan, the infant “has made a full recovery.”The investigation brought detectives to test the parents' bottles and formula for opioids, which all came back negative.At the friend’s house, “CSI took many samples and none showed trace amounts of opiates.”When they went to Adamo’s home — investigators “found the house to be very clean,” but documents show “No evidence was collected at the [Adamo’s] residence.”According to documents, investigators “could not discover where the source of the opiate originated from or how the child came into contact with it.”The case was then closed.Hoffman asked the sheriff’s office why Adamo’s house wasn’t tested in 2023, to which they responded the following:“Given recent events in the current [2025] case, the agency has initiated a review of all past cases involving Adamo. Updates will be provided if and when any new information regarding those cases becomes available.”Even with this latest case, investigators say there is a possibility for more investigations to come to light. This is an ongoing investigation. Stay with WPTV for updates. Sign up for our Morning E-mail Newsletter to receive the latest headlines in your inbox. window.addEventListener('message', });","https://www.wptv.com/news/treasure-coast/region-okeechobee-county/investigators-uncover-third-case-involving-okeechobee-babysitter-accused-of-poisoning-children"
